ResettledState,Year ,TotalResettledState,RefugeeOrigin,RefugeesResettledState,ResettledCity,RefugeesResettledCity,RefugeesResettledUS
Minnesota,CY 2003,"2,251",Somalia,644,Willmar,2,"32,235"
Minnesota,CY 2003,"2,251",Sudan,107,Brooklyn Center,2,"32,235"
Minnesota,CY 2004,"7,155",Sudan,92,Coon Rapids,2,"56,355"
Minnesota,CY 2004,"7,155",Sudan,92,Mankato,2,"56,355"
Minnesota,CY 2002,854,Togo,2,Brooklyn Center,2,"30,289"
Minnesota,CY 2003,"2,251",Ukraine,42,Barnesville,2,"32,235"
Minnesota,CY 2002,854,Ukraine,101,Brooklyn Park,2,"30,289"
Minnesota,CY 2002,854,Ukraine,101,Coon Rapids,2,"30,289"
Minnesota,CY 2002,854,Ukraine,101,Eagan,2,"30,289"
Minnesota,CY 2004,"7,155",Ukraine,25,Maple Grove,2,"56,355"
Minnesota,CY 2004,"7,155",Ukraine,25,Rogers,2,"56,355"
Minnesota,CY 2002,854,Ukraine,101,Saint Paul,2,"30,289"
Minnesota,CY 2004,"7,155",Vietnam,5,Fridley,2,"56,355"
Minnesota,CY 2002,854,Vietnam,47,Minneapolis,2,"30,289"
Mississippi,CY 2004,4,Somalia,2,Jackson,2,"56,355"
Missouri,CY 2003,485,Azerbaijan,2,Saint Louis,2,"32,235"
Missouri,CY 2002,807,Belarus,2,Saint Louis,2,"30,289"
Missouri,CY 2003,485,Belarus,2,Saint Louis,2,"32,235"
Missouri,CY 2004,"1,028",Bosnia and Herzegovina,8,Columbia,2,"56,355"
Missouri,CY 2004,"1,028",Eritrea,2,Saint Louis,2,"56,355"
Missouri,CY 2002,807,Estonia,2,Saint Louis,2,"30,289"
Missouri,CY 2002,807,Ethiopia,3,Kansas City,2,"30,289"
Missouri,CY 2004,"1,028",Iran,49,Maryland Heights,2,"56,355"
Missouri,CY 2003,485,Ukraine,14,Arnold,2,"32,235"
Missouri,CY 2003,485,Ukraine,14,Ballwin,2,"32,235"
Missouri,CY 2004,"1,028",Ukraine,36,Otterville,2,"56,355"
Montana,CY 2002,14,Serbia,2,Butte,2,"30,289"
Nebraska,CY 2004,483,Afghanistan,8,Lincoln,2,"56,355"
Nebraska,CY 2003,232,Afghanistan,7,Omaha,2,"32,235"
Nebraska,CY 2003,232,Bosnia and Herzegovina,2,Lincoln,2,"32,235"
Nebraska,CY 2003,232,Lithuania,2,Waverly,2,"32,235"
Nebraska,CY 2003,232,Nigeria,2,Lincoln,2,"32,235"
Nebraska,CY 2002,223,Russia,22,Omaha,2,"30,289"
Nebraska,CY 2003,232,Sierra Leone,5,Omaha,2,"32,235"
Nebraska,CY 2004,483,Sierra Leone,2,Omaha,2,"56,355"
Nebraska,CY 2002,223,Ukraine,17,Omaha,2,"30,289"
Nevada,CY 2002,180,Ethiopia,2,Las Vegas,2,"30,289"
Nevada,CY 2002,180,Iraq,2,Las Vegas,2,"30,289"
Nevada,CY 2002,180,Vietnam,2,Las Vegas,2,"30,289"
New Hampshire,CY 2002,279,Afghanistan,19,Lebanon,2,"30,289"
New Hampshire,CY 2003,263,Bosnia and Herzegovina,2,Manchester,2,"32,235"
New Hampshire,CY 2002,279,Cuba,2,Concord,2,"30,289"
New Hampshire,CY 2002,279,Ethiopia,2,Concord,2,"30,289"
New Hampshire,CY 2002,279,Russia,6,Derry,2,"30,289"
New Hampshire,CY 2002,279,Sierra Leone,4,Concord,2,"30,289"
New Hampshire,CY 2002,279,Sierra Leone,4,Manchester,2,"30,289"
New Hampshire,CY 2003,263,Sudan,71,Concord,2,"32,235"
New Hampshire,CY 2003,263,Togo,2,Concord,2,"32,235"
New Hampshire,CY 2002,279,Vietnam,2,Manchester,2,"30,289"
New Hampshire,CY 2003,263,Yugoslavia,2,Manchester,2,"32,235"
New Hampshire,CY 2004,633,Zimbabwe,2,Concord,2,"56,355"
New Jersey,CY 2004,680,Afghanistan,8,Wayne,2,"56,355"
New Jersey,CY 2003,668,Azerbaijan,4,Paterson,2,"32,235"
New Jersey,CY 2003,668,Belarus,3,Newark,2,"32,235"
New Jersey,CY 2002,390,Belarus,12,Old Bridge,2,"30,289"
New Jersey,CY 2003,668,Cuba,35,Camden,2,"32,235"
New Jersey,CY 2003,668,Cuba,35,Fairview,2,"32,235"
New Jersey,CY 2002,390,Cuba,77,Guttenberg,2,"30,289"
New Jersey,CY 2003,668,Iran,25,Basking Ridge,2,"32,235"
New Jersey,CY 2004,680,Iran,13,Dover,2,"56,355"
New Jersey,CY 2003,668,Iran,25,Trenton,2,"32,235"
New Jersey,CY 2003,668,Iran,25,West Paterson,2,"32,235"
New Jersey,CY 2004,680,Iraq,2,Atlantic City,2,"56,355"
New Jersey,CY 2003,668,Latvia,2,Clinton Township,2,"32,235"
New Jersey,CY 2003,668,Liberia,271,Atlantic City,2,"32,235"
New Jersey,CY 2002,390,Liberia,46,Bergenfield,2,"30,289"
New Jersey,CY 2003,668,Liberia,271,Delran,2,"32,235"
New Jersey,CY 2004,680,Liberia,222,Galloway,2,"56,355"
New Jersey,CY 2002,390,Liberia,46,Parlin,2,"30,289"
New Jersey,CY 2004,680,Moldova,5,Elmwood Park,2,"56,355"
New Jersey,CY 2004,680,Moldova,5,Hackettstown,2,"56,355"
New Jersey,CY 2003,668,Russia,25,Cherry Hill,2,"32,235"
New Jersey,CY 2004,680,Russia,35,Cherry Hill,2,"56,355"
New Jersey,CY 2004,680,Russia,35,Denville,2,"56,355"
New Jersey,CY 2002,390,Russia,53,East Brunswick,2,"30,289"
New Jersey,CY 2002,390,Russia,53,Fair Haven,2,"30,289"
New Jersey,CY 2004,680,Russia,35,Fair Lawn,2,"56,355"
New Jersey,CY 2004,680,Russia,35,Flemington,2,"56,355"
New Jersey,CY 2003,668,Russia,25,Glen Rock,2,"32,235"
New Jersey,CY 2003,668,Russia,25,Livingston,2,"32,235"
New Jersey,CY 2004,680,Russia,35,Mount Laurel,2,"56,355"
New Jersey,CY 2002,390,Russia,53,New Brunswick,2,"30,289"
New Jersey,CY 2002,390,Russia,53,New Milford,2,"30,289"
New Jersey,CY 2003,668,Russia,25,Newark,2,"32,235"
New Jersey,CY 2004,680,Russia,35,Parlin,2,"56,355"
New Jersey,CY 2003,668,Russia,25,River Edge,2,"32,235"
New Jersey,CY 2002,390,Russia,53,Somerset,2,"30,289"
New Jersey,CY 2004,680,Russia,35,Toms River,2,"56,355"
New Jersey,CY 2002,390,Russia,53,West Orange,2,"30,289"
New Jersey,CY 2003,668,Rwanda,2,Pennsauken,2,"32,235"
New Jersey,CY 2002,390,Serbia,24,Camden,2,"30,289"
New Jersey,CY 2004,680,Sierra Leone,76,Bayonne,2,"56,355"
New Jersey,CY 2003,668,Sierra Leone,100,Cliffwood,2,"32,235"
New Jersey,CY 2002,390,Sierra Leone,5,Egg Harbor City,2,"30,289"
New Jersey,CY 2004,680,Sierra Leone,76,Highland Park,2,"56,355"
New Jersey,CY 2003,668,Sierra Leone,100,Union,2,"32,235"
New Jersey,CY 2004,680,Ukraine,28,Colonia,2,"56,355"
New Jersey,CY 2002,390,Ukraine,53,East Brunswick,2,"30,289"
New Jersey,CY 2002,390,Ukraine,53,Elizabeth,2,"30,289"
New Jersey,CY 2002,390,Ukraine,53,Garfield,2,"30,289"
New Jersey,CY 2003,668,Ukraine,76,Lakewood,2,"32,235"
New Jersey,CY 2002,390,Ukraine,53,Landisville,2,"30,289"
New Jersey,CY 2003,668,Ukraine,76,Landisville,2,"32,235"
New Jersey,CY 2004,680,Ukraine,28,Laurence Harbor,2,"56,355"
New Jersey,CY 2002,390,Ukraine,53,Millburn,2,"30,289"
New Jersey,CY 2002,390,Ukraine,53,Minotola,2,"30,289"
New Jersey,CY 2002,390,Ukraine,53,Mullica Hill,2,"30,289"
New Jersey,CY 2003,668,Ukraine,76,Teaneck,2,"32,235"
New Jersey,CY 2002,390,Ukraine,53,West Milford,2,"30,289"
New Jersey,CY 2004,680,Uzbekistan,2,Morganville,2,"56,355"
New Jersey,CY 2003,668,Vietnam,11,Jersey City,2,"32,235"
New Jersey,CY 2004,680,Vietnam,10,Jersey City,2,"56,355"
New Jersey,CY 2002,390,Vietnam,43,Ventnor City,2,"30,289"
New Mexico,CY 2004,70,Afghanistan,2,Albuquerque,2,"56,355"
New Mexico,CY 2004,70,Iran,5,Albuquerque,2,"56,355"
New Mexico,CY 2002,94,Iraq,2,Albuquerque,2,"30,289"
New Mexico,CY 2003,41,Vietnam,2,Albuquerque,2,"32,235"
New Mexico,CY 2004,70,Vietnam,2,Albuquerque,2,"56,355"
New York,CY 2004,"3,150",Afghanistan,47,Buffalo,2,"56,355"
New York,CY 2002,"2,586",Afghanistan,91,College Point,2,"30,289"
New York,CY 2004,"3,150",Afghanistan,47,Henrietta,2,"56,355"
New York,CY 2004,"3,150",Angola,2,Buffalo,2,"56,355"
New York,CY 2003,"2,445",Armenia,2,Brooklyn,2,"32,235"
New York,CY 2002,"2,586",Azerbaijan,103,Monsey,2,"30,289"
New York,CY 2004,"3,150",Azerbaijan,100,Newark Valley,2,"56,355"
New York,CY 2002,"2,586",Belarus,112,Frankfort,2,"30,289"
New York,CY 2002,"2,586",Belarus,112,New York,2,"30,289"
New York,CY 2002,"2,586",Bosnia and Herzegovina,341,Southampton,2,"30,289"
New York,CY 2004,"3,150",Burma,240,Jackson Heights,2,"56,355"
New York,CY 2002,"2,586",Burma,7,Syracuse,2,"30,289"
New York,CY 2003,"2,445",Burma,45,Woodside,2,"32,235"
New York,CY 2002,"2,586",Cameroon,2,Buffalo,2,"30,289"
New York,CY 2004,"3,150",Congo,2,Buffalo,2,"56,355"
New York,CY 2004,"3,150",Cuba,35,Bronx,2,"56,355"
New York,CY 2004,"3,150",Cuba,35,Oceanside,2,"56,355"
New York,CY 2003,"2,445",Cuba,2,Rochester,2,"32,235"
New York,CY 2002,"2,586",Cuba,41,Staten Island,2,"30,289"
New York,CY 2002,"2,586",Cuba,41,Syracuse,2,"30,289"
New York,CY 2002,"2,586",Dem. Rep. Congo,3,Syracuse,2,"30,289"
New York,CY 2002,"2,586",Ethiopia,11,Binghamton,2,"30,289"
New York,CY 2003,"2,445",Ethiopia,19,Rochester,2,"32,235"
New York,CY 2004,"3,150",Ethiopia,83,Utica,2,"56,355"
New York,CY 2002,"2,586",Georgia,5,Forest Hills,2,"30,289"
New York,CY 2002,"2,586",Georgia,5,Rego Park,2,"30,289"
New York,CY 2004,"3,150",Georgia,13,Staten Island,2,"56,355"
New York,CY 2003,"2,445",Iran,104,Briarwood,2,"32,235"
New York,CY 2004,"3,150",Iran,77,East Hills,2,"56,355"
New York,CY 2002,"2,586",Iran,113,Hollis,2,"30,289"
New York,CY 2003,"2,445",Iran,104,North Bellmore,2,"32,235"
New York,CY 2003,"2,445",Iran,104,Rochester,2,"32,235"
New York,CY 2002,"2,586",Iran,113,Roslyn Heights,2,"30,289"
New York,CY 2003,"2,445",Iran,104,Unknown,2,"32,235"
New York,CY 2003,"2,445",Iran,104,Williamsville,2,"32,235"
New York,CY 2002,"2,586",Iraq,32,College Point,2,"30,289"
New York,CY 2003,"2,445",Iraq,8,Syracuse,2,"32,235"
New York,CY 2002,"2,586",Iraq,32,Utica,2,"30,289"
New York,CY 2003,"2,445",Iraq,8,Utica,2,"32,235"
New York,CY 2002,"2,586",Kazakhstan,13,Solvay,2,"30,289"
New York,CY 2003,"2,445",Liberia,366,West Seneca,2,"32,235"
New York,CY 2004,"3,150",Liberia,579,West Seneca,2,"56,355"
New York,CY 2002,"2,586",Liberia,86,Woodside,2,"30,289"
New York,CY 2003,"2,445",Lithuania,5,Brooklyn,2,"32,235"
New York,CY 2002,"2,586",Lithuania,5,Buffalo,2,"30,289"
New York,CY 2003,"2,445",Lithuania,5,Kew Gardens,2,"32,235"
New York,CY 2002,"2,586",Macedonia,3,Brooklyn,2,"30,289"
New York,CY 2004,"3,150",Moldova,48,Rochester,2,"56,355"
New York,CY 2003,"2,445",Moldova,27,Staten Island,2,"32,235"
New York,CY 2003,"2,445",Russia,248,Astoria,2,"32,235"
New York,CY 2003,"2,445",Russia,248,Bronxville,2,"32,235"
New York,CY 2003,"2,445",Russia,248,Far Rockaway,2,"32,235"
New York,CY 2004,"3,150",Russia,161,Far Rockaway,2,"56,355"
New York,CY 2002,"2,586",Russia,395,Flushing,2,"30,289"
New York,CY 2002,"2,586",Russia,395,Jackson Heights,2,"30,289"
New York,CY 2003,"2,445",Russia,248,Long Island City,2,"32,235"
New York,CY 2004,"3,150",Russia,161,Merrick,2,"56,355"
New York,CY 2002,"2,586",Russia,395,Syracuse,2,"30,289"
New York,CY 2002,"2,586",Russia,395,Troy,2,"30,289"
New York,CY 2004,"3,150",Serbia,2,Astoria,2,"56,355"
New York,CY 2003,"2,445",Serbia,56,De Witt,2,"32,235"
New York,CY 2002,"2,586",Serbia,83,East Rochester,2,"30,289"
New York,CY 2004,"3,150",Sierra Leone,124,Jamaica,2,"56,355"
New York,CY 2003,"2,445",Sierra Leone,196,Little Neck,2,"32,235"
New York,CY 2003,"2,445",Sierra Leone,196,Rochester,2,"32,235"
New York,CY 2003,"2,445",Sierra Leone,196,Utica,2,"32,235"
New York,CY 2003,"2,445",Somalia,217,New York,2,"32,235"
New York,CY 2002,"2,586",Sudan,44,Brooklyn,2,"30,289"
New York,CY 2003,"2,445",Sudan,155,Brooklyn,2,"32,235"
New York,CY 2003,"2,445",Sudan,155,Endicott,2,"32,235"
New York,CY 2004,"3,150",Sudan,236,New York,2,"56,355"
New York,CY 2002,"2,586",Sudan,44,Rochester,2,"30,289"
New York,CY 2004,"3,150",Ukraine,198,Amherst,2,"56,355"
New York,CY 2002,"2,586",Ukraine,575,Baltimore,2,"30,289"
New York,CY 2003,"2,445",Ukraine,482,Dewitt,2,"32,235"
New York,CY 2002,"2,586",Ukraine,575,East Amherst,2,"30,289"
New York,CY 2003,"2,445",Ukraine,482,East Meadow,2,"32,235"
New York,CY 2004,"3,150",Ukraine,198,Hamlin,2,"56,355"
New York,CY 2003,"2,445",Ukraine,482,Minoa,2,"32,235"
New York,CY 2002,"2,586",Ukraine,575,Penfield,2,"30,289"
New York,CY 2002,"2,586",Ukraine,575,Ridgewood,2,"30,289"
New York,CY 2003,"2,445",Ukraine,482,Schenectady,2,"32,235"
New York,CY 2003,"2,445",Ukraine,482,Solvay,2,"32,235"
New York,CY 2004,"3,150",Ukraine,198,Staten Island,2,"56,355"
New York,CY 2002,"2,586",Ukraine,575,Tonawanda,2,"30,289"
New York,CY 2002,"2,586",Ukraine,575,Wheatfield,2,"30,289"
New York,CY 2003,"2,445",Uzbekistan,76,Arverne,2,"32,235"
New York,CY 2004,"3,150",Uzbekistan,130,Briarwood,2,"56,355"
New York,CY 2004,"3,150",Uzbekistan,130,Flushing,2,"56,355"
New York,CY 2002,"2,586",Uzbekistan,265,New York,2,"30,289"
New York,CY 2003,"2,445",Uzbekistan,76,New York,2,"32,235"
New York,CY 2003,"2,445",Uzbekistan,76,Rego Park,2,"32,235"
New York,CY 2004,"3,150",Uzbekistan,130,Staten Island,2,"56,355"
New York,CY 2002,"2,586",Vietnam,102,Huntington,2,"30,289"
New York,CY 2004,"3,150",Vietnam,21,Utica,2,"56,355"
North Carolina,CY 2004,"1,161",Azerbaijan,10,Greensboro,2,"56,355"
North Carolina,CY 2002,"1,387",Bosnia and Herzegovina,63,Cary,2,"30,289"
North Carolina,CY 2004,"1,161",Burma,112,Carrboro,2,"56,355"
North Carolina,CY 2004,"1,161",Croatia,5,Morrisville,2,"56,355"
North Carolina,CY 2002,"1,387",Croatia,3,New Bern,2,"30,289"
North Carolina,CY 2002,"1,387",Cuba,15,High Point,2,"30,289"
North Carolina,CY 2003,688,Cuba,4,Winston-Salem,2,"32,235"
North Carolina,CY 2002,"1,387",Iran,17,Asheville,2,"30,289"
North Carolina,CY 2002,"1,387",Iran,17,Charlotte,2,"30,289"
North Carolina,CY 2004,"1,161",Iran,27,Concord,2,"56,355"
North Carolina,CY 2004,"1,161",Iran,27,Greensboro,2,"56,355"
North Carolina,CY 2004,"1,161",Iran,27,Greenville,2,"56,355"
North Carolina,CY 2004,"1,161",Iran,27,Oxford,2,"56,355"
North Carolina,CY 2003,688,Iran,33,Raleigh,2,"32,235"
North Carolina,CY 2003,688,Iran,33,Reidsville,2,"32,235"
North Carolina,CY 2002,"1,387",Liberia,15,Winston-Salem,2,"30,289"
North Carolina,CY 2002,"1,387",Moldova,109,Indian Trail,2,"30,289"
North Carolina,CY 2002,"1,387",Russia,14,Cary,2,"30,289"
North Carolina,CY 2002,"1,387",Russia,14,Greensboro,2,"30,289"
North Carolina,CY 2004,"1,161",Russia,14,Greensboro,2,"56,355"
North Carolina,CY 2004,"1,161",Russia,14,Hickory,2,"56,355"
North Carolina,CY 2004,"1,161",Serbia,12,Ayden,2,"56,355"
North Carolina,CY 2002,"1,387",Sierra Leone,8,Charlotte,2,"30,289"
North Carolina,CY 2004,"1,161",Sierra Leone,27,Greensboro,2,"56,355"
North Carolina,CY 2004,"1,161",Sierra Leone,27,Raleigh,2,"56,355"
North Carolina,CY 2004,"1,161",Ukraine,63,Indian Trail,2,"56,355"
North Carolina,CY 2003,688,Uzbekistan,4,Charlotte,2,"32,235"
North Carolina,CY 2003,688,Uzbekistan,4,Greensboro,2,"32,235"
North Carolina,CY 2002,"1,387",Vietnam,943,Matthews,2,"30,289"
North Dakota,CY 2004,232,Afghanistan,2,Fargo,2,"56,355"
North Dakota,CY 2004,232,Bosnia and Herzegovina,2,Fargo,2,"56,355"
North Dakota,CY 2002,60,Sudan,2,Fargo,2,"30,289"
Ohio,CY 2003,711,Belarus,16,East Cleveland,2,"32,235"
Ohio,CY 2003,711,Belarus,16,Mayfield Heights,2,"32,235"
Ohio,CY 2003,711,Bosnia and Herzegovina,5,Akron,2,"32,235"
Ohio,CY 2003,711,Bosnia and Herzegovina,5,Covington,2,"32,235"
Ohio,CY 2002,616,Bosnia and Herzegovina,37,Lakewood,2,"30,289"
Ohio,CY 2003,711,Iran,26,Cincinnati,2,"32,235"
Ohio,CY 2003,711,Moldova,9,Parma,2,"32,235"
Ohio,CY 2002,616,Russia,42,Bexley,2,"30,289"
Ohio,CY 2004,"1,550",Russia,13,Cincinnati,2,"56,355"
Ohio,CY 2002,616,Russia,42,Cleveland,2,"30,289"
Ohio,CY 2004,"1,550",Russia,13,Cleveland,2,"56,355"
Ohio,CY 2003,711,Russia,7,Cleveland Heights,2,"32,235"
Ohio,CY 2003,711,Serbia,92,Dayton,2,"32,235"
Ohio,CY 2004,"1,550",Sudan,45,Cleveland,2,"56,355"
Ohio,CY 2003,711,Ukraine,124,North Royalton,2,"32,235"
Ohio,CY 2003,711,Ukraine,124,Toledo,2,"32,235"
Ohio,CY 2002,616,Uzbekistan,3,Columbus,2,"30,289"
Oklahoma,CY 2002,48,Afghanistan,2,Oklahoma City,2,"30,289"
Oklahoma,CY 2003,80,Azerbaijan,2,Oklahoma City,2,"32,235"
Oklahoma,CY 2004,92,Iran,2,Edmond,2,"56,355"
Oklahoma,CY 2002,48,Serbia,2,Oklahoma City,2,"30,289"
Oklahoma,CY 2004,92,Uzbekistan,2,Oklahoma City,2,"56,355"
Oregon,CY 2002,"1,074",Belarus,42,Salem,2,"30,289"
Oregon,CY 2003,987,Cuba,2,Portland,2,"32,235"
Oregon,CY 2002,"1,074",Iran,7,Portland,2,"30,289"
Oregon,CY 2003,987,Iran,24,Tigard,2,"32,235"
Oregon,CY 2002,"1,074",Liberia,2,Portland,2,"30,289"
Oregon,CY 2004,"1,293",Moldova,168,Oregon City,2,"56,355"
Oregon,CY 2004,"1,293",Moldova,168,Salem,2,"56,355"
Oregon,CY 2003,987,Ukraine,538,Beaverton,2,"32,235"
Oregon,CY 2004,"1,293",Uzbekistan,54,Woodburn,2,"56,355"
Oregon,CY 2002,"1,074",Vietnam,34,Tigard,2,"30,289"
Pennsylvania,CY 2002,"1,049",Afghanistan,45,Schwenksville,2,"30,289"
Pennsylvania,CY 2003,"1,382",Belarus,56,Bensalem,2,"32,235"
Pennsylvania,CY 2002,"1,049",Belarus,62,Harleysville,2,"30,289"
Pennsylvania,CY 2004,"1,488",Belarus,67,New Kensington,2,"56,355"
Pennsylvania,CY 2003,"1,382",Belarus,56,Wexford,2,"32,235"
Pennsylvania,CY 2004,"1,488",Bosnia and Herzegovina,6,Erie,2,"56,355"
Pennsylvania,CY 2002,"1,049",Bosnia and Herzegovina,172,Sunbury,2,"30,289"
Pennsylvania,CY 2002,"1,049",China,3,Philadelphia,2,"30,289"
Pennsylvania,CY 2002,"1,049",Croatia,2,Chambersburg,2,"30,289"
Pennsylvania,CY 2003,"1,382",Eritrea,2,Telford,2,"32,235"
Pennsylvania,CY 2002,"1,049",Estonia,2,Philadelphia,2,"30,289"
Pennsylvania,CY 2003,"1,382",Ethiopia,6,Philadelphia,2,"32,235"
Pennsylvania,CY 2004,"1,488",Georgia,2,Huntington Valley,2,"56,355"
Pennsylvania,CY 2003,"1,382",Iran,9,Allentown,2,"32,235"
Pennsylvania,CY 2003,"1,382",Iran,9,Harrisburg,2,"32,235"
Pennsylvania,CY 2002,"1,049",Iran,6,Scranton,2,"30,289"
Pennsylvania,CY 2003,"1,382",Ivory Coast,2,Philadelphia,2,"32,235"
Pennsylvania,CY 2002,"1,049",Kazakhstan,19,State College,2,"30,289"
Pennsylvania,CY 2004,"1,488",Latvia,2,Hatfield,2,"56,355"
Pennsylvania,CY 2002,"1,049",Liberia,112,Broomall,2,"30,289"
Pennsylvania,CY 2004,"1,488",Liberia,510,Harrisburg,2,"56,355"
Pennsylvania,CY 2003,"1,382",Liberia,573,Sharon Hill,2,"32,235"
Pennsylvania,CY 2003,"1,382",Russia,92,Downingtown,2,"32,235"
Pennsylvania,CY 2003,"1,382",Russia,92,Feasterville,2,"32,235"
Pennsylvania,CY 2002,"1,049",Russia,68,Huntingdon Valley,2,"30,289"
Pennsylvania,CY 2002,"1,049",Russia,68,Johnstown,2,"30,289"
Pennsylvania,CY 2004,"1,488",Russia,92,Newmanstown,2,"56,355"
Pennsylvania,CY 2004,"1,488",Russia,92,Pittsburgh,2,"56,355"
Pennsylvania,CY 2002,"1,049",Russia,68,Southampton,2,"30,289"
Pennsylvania,CY 2002,"1,049",Russia,68,Warminster,2,"30,289"
Pennsylvania,CY 2003,"1,382",Russia,92,West Chester,2,"32,235"
Pennsylvania,CY 2003,"1,382",Russia,92,Wynnewood,2,"32,235"
Pennsylvania,CY 2004,"1,488",Rwanda,2,State College,2,"56,355"
Pennsylvania,CY 2003,"1,382",Serbia,37,Allentown,2,"32,235"
Pennsylvania,CY 2003,"1,382",Serbia,37,Narberth,2,"32,235"
Pennsylvania,CY 2002,"1,049",Sierra Leone,8,Darby,2,"30,289"
Pennsylvania,CY 2003,"1,382",Sierra Leone,97,Reading,2,"32,235"
Pennsylvania,CY 2004,"1,488",Sierra Leone,47,Upper Darby,2,"56,355"
Pennsylvania,CY 2004,"1,488",Somalia,264,Harrisburg,2,"56,355"
Pennsylvania,CY 2002,"1,049",Somalia,3,Philadelphia,2,"30,289"
Pennsylvania,CY 2004,"1,488",Sudan,77,Harrisburg,2,"56,355"
Pennsylvania,CY 2004,"1,488",Ukraine,139,Bethlehem,2,"56,355"
Pennsylvania,CY 2002,"1,049",Ukraine,259,Churchville,2,"30,289"
Pennsylvania,CY 2003,"1,382",Ukraine,293,Elkins Park,2,"32,235"
Pennsylvania,CY 2004,"1,488",Ukraine,139,Ephrata,2,"56,355"
Pennsylvania,CY 2002,"1,049",Ukraine,259,Huntington,2,"30,289"
Pennsylvania,CY 2002,"1,049",Ukraine,259,Jamison,2,"30,289"
Pennsylvania,CY 2003,"1,382",Ukraine,293,Lake City,2,"32,235"
Pennsylvania,CY 2002,"1,049",Ukraine,259,Manchester,2,"30,289"
Pennsylvania,CY 2004,"1,488",Ukraine,139,Richboro,2,"56,355"
Pennsylvania,CY 2003,"1,382",Ukraine,293,Ridley Park,2,"32,235"
Pennsylvania,CY 2002,"1,049",Ukraine,259,State College,2,"30,289"
Pennsylvania,CY 2003,"1,382",Ukraine,293,Steelton,2,"32,235"
Pennsylvania,CY 2003,"1,382",Ukraine,293,Strafford,2,"32,235"
Pennsylvania,CY 2002,"1,049",Ukraine,259,Swarthmore,2,"30,289"
Pennsylvania,CY 2003,"1,382",Ukraine,293,Trevose,2,"32,235"
Pennsylvania,CY 2002,"1,049",Ukraine,259,Woodlyn,2,"30,289"
Pennsylvania,CY 2003,"1,382",Uzbekistan,2,Philadelphia,2,"32,235"
Puerto Rico,CY 2002,7,Cuba,7,San Juan,2,"30,289"
Rhode Island,CY 2004,332,China,2,Providence,2,"56,355"
Rhode Island,CY 2002,46,Liberia,13,Pawtucket,2,"30,289"
Rhode Island,CY 2002,46,Russia,4,Pawtucket,2,"30,289"
Rhode Island,CY 2002,46,Russia,4,Providence,2,"30,289"
Rhode Island,CY 2004,332,Rwanda,2,Providence,2,"56,355"
South Carolina,CY 2002,115,Afghanistan,2,Columbia,2,"30,289"
South Carolina,CY 2002,115,Belarus,2,Spartanburg,2,"30,289"
South Carolina,CY 2002,115,Bosnia and Herzegovina,4,West Columbia,2,"30,289"
South Carolina,CY 2003,107,Burma,2,Mount Pleasant,2,"32,235"
South Carolina,CY 2003,107,Iran,6,Columbia,2,"32,235"
South Carolina,CY 2002,115,Russia,8,Columbia,2,"30,289"
South Carolina,CY 2004,158,Russia,6,Lexington,2,"56,355"
South Carolina,CY 2004,158,Ukraine,17,Due West,2,"56,355"
South Carolina,CY 2004,158,Vietnam,5,Greenville,2,"56,355"
South Dakota,CY 2003,168,Dem. Rep. Congo,2,Sioux Falls,2,"32,235"
South Dakota,CY 2002,127,Eritrea,2,Sioux Falls,2,"30,289"
South Dakota,CY 2004,338,Eritrea,2,Sioux Falls,2,"56,355"
South Dakota,CY 2002,127,Iraq,2,Sioux Falls,2,"30,289"
South Dakota,CY 2004,338,Sudan,45,South Sioux,2,"56,355"
South Dakota,CY 2002,127,Vietnam,2,Sioux Falls,2,"30,289"
Tennessee,CY 2004,934,Azerbaijan,3,Chattanooga,2,"56,355"
Tennessee,CY 2003,529,Croatia,2,Chattanooga,2,"32,235"
Tennessee,CY 2004,934,Cuba,37,Kingsport,2,"56,355"
Tennessee,CY 2003,529,Gambia,2,Memphis,2,"32,235"
Tennessee,CY 2003,529,Iran,80,Franklin,2,"32,235"
Tennessee,CY 2003,529,Iraq,2,Nashville,2,"32,235"
Tennessee,CY 2002,378,Liberia,2,Chattanooga,2,"30,289"
Tennessee,CY 2003,529,Liberia,62,Chattanooga,2,"32,235"
Tennessee,CY 2003,529,Liberia,62,Milligan College,2,"32,235"
Tennessee,CY 2004,934,Moldova,2,Chattanooga,2,"56,355"
Tennessee,CY 2004,934,Rwanda,7,Antioch,2,"56,355"
Tennessee,CY 2002,378,Serbia,57,Antioch,2,"30,289"
Tennessee,CY 2003,529,Sierra Leone,8,Chattanooga,2,"32,235"
Tennessee,CY 2003,529,Somalia,66,Antioch,2,"32,235"
Tennessee,CY 2004,934,Sudan,169,Gallatin,2,"56,355"
Tennessee,CY 2003,529,Sudan,150,Hermitage,2,"32,235"
Tennessee,CY 2002,378,Uganda,2,Nashville,2,"30,289"
Tennessee,CY 2004,934,Vietnam,5,Nashville,2,"56,355"
Texas,CY 2004,"3,599",Afghanistan,74,Austin,2,"56,355"
Texas,CY 2004,"3,599",Angola,7,Dallas,2,"56,355"
Texas,CY 2003,"1,817",Azerbaijan,15,Richardson,2,"32,235"
Texas,CY 2002,"1,402",Belarus,2,Richardson,2,"30,289"
Texas,CY 2002,"1,402",Burma,7,Dallas,2,"30,289"
Texas,CY 2003,"1,817",Cameroon,2,Fort Worth,2,"32,235"
